exchange,exchange_token,expiry,instrument_token,instrument_type,last_price,lot_size,name,segment,strike,tick_size,tradingsymbol
NSE,11287,,2889473,EQ,0.0,1,UPL,NSE,0.0,0.05,UPL
NSE,3607,,923393,EQ,0.0,1,UNIVERSAL CABLES,NSE,0.0,0.05,UNIVCABLES
NSE,21376,,5472257,EQ,0.0,1500,UNIVASTU INDIA,NSE,0.0,0.05,UNIVASTU-SM
NSE,4785,,1224961,EQ,0.0,1,,NSE,0.0,0.05,UNITY-BZ
NSE,17999,,4607745,EQ,0.0,1,UNITED NILGIRI TEA,NSE,0.0,0.05,UNITEDTEA
NSE,17213,,4406529,EQ,0.0,3000,UNITED POLYFAB GUJ.,NSE,0.0,0.05,UNITEDPOLY-SM
NSE,18278,,4679169,EQ,0.0,1,UNITED BANK OF INDIA,NSE,0.0,0.05,UNITEDBNK
NSE,8893,,2276609,EQ,0.0,1,,NSE,0.0,0.05,UNITECH-BZ
NSE,14393,,3684609,EQ,0.0,1,UNIPLY INDUSTRIES,NSE,0.0,0.05,UNIPLY
NSE,10753,,2752769,EQ,0.0,1,UNION BANK OF INDIA,NSE,0.0,0.05,UNIONBANK
NSE,1813,,464129,EQ,0.0,2000,,NSE,0.0,0.05,UNIINFO-SM
NSE,11293,,2891009,EQ,0.0,1,UNIPHOS ENTERPRISES,NSE,0.0,0.05,UNIENTER
NSE,3579,,916225,EQ,0.0,1,UNICHEM LABORATORIES,NSE,0.0,0.05,UNICHEMLAB
NSE,19142,,4900353,EQ,0.0,1,,NSE,0.0,0.05,UMESLTD
NSE,11387,,2915073,EQ,0.0,1,UMANG DAIRIES,NSE,0.0,0.05,UMANGDAIRY
NSE,11532,,2952193,EQ,0.0,1,ULTRATECH CEMENT,NSE,0.0,0.05,ULTRACEMCO
NSE,17069,,4369665,EQ,0.0,1,UJJIVAN FIN. SERVC.,NSE,0.0,0.05,UJJIVAN
NSE,25536,,6537217,EQ,0.0,1,UJAAS ENERGY,NSE,0.0,0.05,UJAAS
NSE,19578,,5011969,EQ,0.0,1,,NSE,0.0,0.05,UGARSUGAR
NSE,9039,,2313985,EQ,0.0,1,UFO MOVIEZ INDIA,NSE,0.0,0.05,UFO
NSE,1053,,269569,EQ,0.0,1,UFLEX,NSE,0.0,0.05,UFLEX
NSE,11223,,2873089,EQ,0.0,1,UCO BANK,NSE,0.0,0.05,UCOBANK
NSE,3570,,913921,EQ,0.0,1,UCAL FUEL SYSTEMS,NSE,0.0,0.05,UCALFUEL
NSE,16713,,4278529,EQ,0.0,1,UNITED BREWERIES,NSE,0.0,0.05,UBL
NSE,15414,,3945985,EQ,0.0,1,TITAGARH WAGONS,NSE,0.0,0.05,TWL
NSE,18508,,4738049,EQ,0.0,1,,NSE,0.0,0.05,TVVISION-BE
NSE,11275,,2886401,EQ,0.0,1,TV TODAY NETWORK,NSE,0.0,0.05,TVTODAY
NSE,14245,,3646721,EQ,0.0,1,TVS SRICHAKRA,NSE,0.0,0.05,TVSSRICHAK
NSE,8479,,2170625,EQ,0.0,1,TVS MOTOR COMPANY ,NSE,0.0,0.05,TVSMOTOR
NSE,11265,,2883841,EQ,0.0,1,,NSE,0.0,0.05,TVSELECT
NSE,14208,,3637249,EQ,0.0,1,TV18 BROADCAST,NSE,0.0,0.05,TV18BRDCST
NSE,8954,,2292225,EQ,0.0,1,TATA TELESERV(MAHARASTRA),NSE,0.0,0.05,TTML
NSE,14314,,3664385,EQ,0.0,1,T T,NSE,0.0,0.05,TTL
NSE,3546,,907777,EQ,0.0,1,TTK PRESTIGE,NSE,0.0,0.05,TTKPRESTIG
NSE,11369,,2910465,EQ,0.0,1,TTK HEALTHCARE,NSE,0.0,0.05,TTKHLTCARE
NSE,13081,,3348737,EQ,0.0,1,TRIVENI ENGG. & INDS.,NSE,0.0,0.05,TRIVENI
NSE,25584,,6549505,EQ,0.0,1,TRIVENI TURBINE,NSE,0.0,0.05,TRITURBINE
NSE,15174,,3884545,EQ,0.0,1,TRANS & RECTI.,NSE,0.0,0.05,TRIL
NSE,5428,,1389569,EQ,0.0,1,TRIGYN TECHNOLOGIES,NSE,0.0,0.05,TRIGYN
NSE,9685,,2479361,EQ,0.0,1,TRIDENT,NSE,0.0,0.05,TRIDENT
NSE,17987,,4604673,EQ,0.0,1,TRF,NSE,0.0,0.05,TRF
NSE,1964,,502785,EQ,0.0,1,TRENT,NSE,0.0,0.05,TRENT
NSE,7518,,1924609,EQ,0.0,1,,NSE,0.0,0.05,TREJHARA
NSE,25086,,6422017,EQ,0.0,1,,NSE,0.0,0.05,TREEHOUSE-BE
NSE,21260,,5442561,EQ,0.0,4000,TRANSWIND INFRA,NSE,0.0,0.05,TRANSWIND-SM
NSE,9219,,2360065,EQ,0.0,1,TPL PLASTECH,NSE,0.0,0.05,TPLPLASTEH
NSE,21447,,5490433,EQ,0.0,3000,TOTAL TRANSPORT SYS,NSE,0.0,0.05,TOTAL-SM
NSE,13786,,3529217,EQ,0.0,1,TORRENT POWER,NSE,0.0,0.05,TORNTPOWER
NSE,3518,,900609,EQ,0.0,1,TORRENT PHARMACEUTICALS L,NSE,0.0,0.05,TORNTPHARM
NSE,3837,,982273,EQ,0.0,1,TOKYO PLAST INTL,NSE,0.0,0.05,TOKYOPLAST
NSE,9884,,2530305,EQ,0.0,1,TAMILNADU TELECOMMUNICATI,NSE,0.0,0.05,TNTELE-BE
NSE,3980,,1018881,EQ,0.0,1,TAMILNADU NEWSPRT & PAPER,NSE,0.0,0.05,TNPL
NSE,3509,,898305,EQ,0.0,1,TAMILNADU PETROPRODUCTS L,NSE,0.0,0.05,TNPETRO
NSE,19205,,4916481,EQ,0.0,1,THE MANDHANA RET VENT,NSE,0.0,0.05,TMRVL
NSE,3506,,897537,EQ,0.0,1,TITAN COMPANY,NSE,0.0,0.05,TITAN
NSE,70,,17921,EQ,0.0,2000,TIRUPATI FORGE,NSE,0.0,0.05,TIRUPATIFL-SM
NSE,21868,,5598209,EQ,0.0,3000,SHREE TIRUPATI BALAJEE,NSE,0.0,0.05,TIRUPATI-SM
NSE,3496,,894977,EQ,0.0,1,THIRUMALAI CHEMICALS,NSE,0.0,0.05,TIRUMALCHM
NSE,9117,,2333953,EQ,0.0,1,TIPS INDUSTRIES,NSE,0.0,0.05,TIPSINDLTD
NSE,3493,,894209,EQ,0.0,1,THE TINPLATE CO. (I),NSE,0.0,0.05,TINPLATE
NSE,14198,,3634689,EQ,0.0,1,TIMKEN INDIA,NSE,0.0,0.05,TIMKEN
NSE,14707,,3764993,EQ,0.0,1,TIME TECHNOPLAST,NSE,0.0,0.05,TIMETECHNO
NSE,11217,,2871553,EQ,0.0,1,,NSE,0.0,0.05,TIMESGTY-BE
NSE,3484,,891905,EQ,0.0,1,TIL,NSE,0.0,0.05,TIL
NSE,25482,,6523393,EQ,0.0,1,,NSE,0.0,0.05,TIJARIA
NSE,312,,79873,EQ,0.0,1,TUBE INVEST OF INDIA,NSE,0.0,0.05,TIINDIA
NSE,14223,,3641089,EQ,0.0,1,TECHNOCRAFT IND,NSE,0.0,0.05,TIIL
NSE,11203,,2867969,EQ,0.0,1,,NSE,0.0,0.05,SUBEX
NSE,9666,,2474497,EQ,0.0,1,,NSE,0.0,0.05,SUBCAPCITY-BE
NSE,9309,,2383105,EQ,0.0,1,STERLITE TECHNOLOGIES,NSE,0.0,0.05,STRTECH
NSE,8948,,2290689,EQ,0.0,1,,NSE,0.0,0.05,STINDIA-BE
NSE,4299,,1100545,EQ,0.0,1,STERLING TOOLS,NSE,0.0,0.05,STERTOOLS
NSE,21484,,5499905,EQ,0.0,1,,NSE,0.0,0.05,STEL
NSE,21339,,5462785,EQ,0.0,1,,NSE,0.0,0.05,STEELXIND
NSE,19668,,5035009,EQ,0.0,2000,STEEL CITY SECURITIES,NSE,0.0,0.05,STEELCITY-SM
NSE,10948,,2802689,EQ,0.0,1,THE STATE TRADING CORPN,NSE,0.0,0.05,STCINDIA
NSE,3291,,842497,EQ,0.0,1,STAR PAPER MILLS,NSE,0.0,0.05,STARPAPER
NSE,21091,,5399297,EQ,0.0,1,STAR CEMENT,NSE,0.0,0.05,STARCEMENT
NSE,7374,,1887745,EQ,0.0,1,STRIDES SHASUN,NSE,0.0,0.05,STAR
NSE,18952,,4851713,EQ,0.0,1,STANDARD  CHARTERED PLC,NSE,0.0,0.05,STAN-DR
NSE,18018,,4612609,EQ,0.0,1,,NSE,0.0,0.05,STAMPEDE-BE
NSE,11829,,3028225,EQ,0.0,1,STEEL STRIPS WHEELS,NSE,0.0,0.05,SSWL
NSE,2686,,687617,EQ,0.0,3000,,NSE,0.0,0.05,SSINFRA-SM
NSE,8663,,2217729,EQ,0.0,1,,NSE,0.0,0.01,SRTRANSFIN-Z2
NSE,8646,,2213377,EQ,0.0,1,,NSE,0.0,0.01,SRTRANSFIN-Z1
NSE,8642,,2212353,EQ,0.0,1,,NSE,0.0,0.01,SRTRANSFIN-YZ
NSE,8633,,2210049,EQ,0.0,1,,NSE,0.0,0.01,SRTRANSFIN-YY
NSE,8627,,2208513,EQ,0.0,1,,NSE,0.0,0.01,SRTRANSFIN-YX
NSE,8625,,2208001,EQ,0.0,1,,NSE,0.0,0.01,SRTRANSFIN-YW
NSE,8621,,2206977,EQ,0.0,1,,NSE,0.0,0.01,SRTRANSFIN-YV
NSE,6172,,1580033,EQ,0.0,1,,NSE,0.0,0.01,SRTRANSFIN-YU
NSE,6170,,1579521,EQ,0.0,1,,NSE,0.0,0.01,SRTRANSFIN-YT
NSE,6168,,1579009,EQ,0.0,1,,NSE,0.0,0.01,SRTRANSFIN-YS
NSE,6166,,1578497,EQ,0.0,1,,NSE,0.0,0.01,SRTRANSFIN-YR
NSE,6160,,1576961,EQ,0.0,1,,NSE,0.0,0.01,SRTRANSFIN-YQ
NSE,6149,,1574145,EQ,0.0,1,,NSE,0.0,0.01,SRTRANSFIN-YP
NSE,6140,,1571841,EQ,0.0,1,,NSE,0.0,0.01,SRTRANSFIN-YO
NSE,1897,,485633,EQ,0.0,1,,NSE,0.0,0.01,SRTRANSFIN-YN
NSE,1769,,452865,EQ,0.0,1,,NSE,0.0,0.01,SRTRANSFIN-YM
NSE,1001,,256257,EQ,0.0,1,,NSE,0.0,0.01,SRTRANSFIN-YL
NSE,696,,178177,EQ,0.0,1,,NSE,0.0,0.01,SRTRANSFIN-YK
NSE,528,,135169,EQ,0.0,1,,NSE,0.0,0.01,SRTRANSFIN-YJ
NSE,498,,127489,EQ,0.0,1,,NSE,0.0,0.01,SRTRANSFIN-YI
NSE,298,,76289,EQ,0.0,1,,NSE,0.0,0.01,SRTRANSFIN-YH
NSE,4345,,1112321,EQ,0.0,1,,NSE,0.0,0.01,SRTRANSFIN-YG
NSE,4341,,1111297,EQ,0.0,1,,NSE,0.0,0.01,SRTRANSFIN-YD
NSE,4334,,1109505,EQ,0.0,1,BOND 9.71% PA SRN S-V,NSE,0.0,0.01,SRTRANSFIN-YB
NSE,4326,,1107457,EQ,0.0,1,BOND 10.15% PA SRN S-III,NSE,0.0,0.01,SRTRANSFIN-Y9
NSE,4323,,1106689,EQ,0.0,1,,NSE,0.0,0.01,SRTRANSFIN-Y8
NSE,30975,,7929601,EQ,0.0,1,,NSE,0.0,0.01,SRTRANSFIN-Y6
NSE,30972,,7928833,EQ,0.0,1,,NSE,0.0,0.01,SRTRANSFIN-Y3
NSE,4306,,1102337,EQ,0.0,1,SHRIRAM TRANSPORT FIN CO.,NSE,0.0,0.05,SRTRANSFIN
NSE,4802,,1229313,EQ,0.0,1,,NSE,0.0,0.05,SRSLTD-BZ
NSE,20993,,5374209,EQ,0.0,6000,SHRI RAM SWITCHGEARS,NSE,0.0,0.05,SRIRAM-SM
NSE,14927,,3821313,EQ,0.0,1,SRIKALAHASTHI PIPES,NSE,0.0,0.05,SRIPIPES
NSE,14582,,3732993,EQ,0.0,1,SREE RAYALSEEMA HHP,NSE,0.0,0.05,SRHHYPOLTD
NSE,3273,,837889,EQ,0.0,1,SRF,NSE,0.0,0.05,SRF
NSE,2051,,525057,EQ,0.0,1,,NSE,0.0,0.01,SREINFRA-YO
NSE,2035,,520961,EQ,0.0,1,,NSE,0.0,0.01,SREINFRA-YN
NSE,2033,,520449,EQ,0.0,1,,NSE,0.0,0.01,SREINFRA-YM
NSE,2027,,518913,EQ,0.0,1,,NSE,0.0,0.01,SREINFRA-YL
NSE,2025,,518401,EQ,0.0,1,,NSE,0.0,0.01,SREINFRA-YK
NSE,2023,,517889,EQ,0.0,1,,NSE,0.0,0.01,SREINFRA-YJ
NSE,2021,,517377,EQ,0.0,1,,NSE,0.0,0.01,SREINFRA-YI
NSE,2017,,516353,EQ,0.0,1,,NSE,0.0,0.01,SREINFRA-YH
NSE,2011,,514817,EQ,0.0,1,,NSE,0.0,0.01,SREINFRA-YG
NSE,2005,,513281,EQ,0.0,1,,NSE,0.0,0.01,SREINFRA-YD
NSE,1983,,507649,EQ,0.0,1,,NSE,0.0,0.01,SREINFRA-YC
NSE,19759,,5058305,EQ,0.0,1,SEC RED NCD SR. VIII,NSE,0.0,0.01,SREINFRA-YA
NSE,19757,,5057793,EQ,0.0,1,SEC RED NCD 9.50% SR. VII,NSE,0.0,0.01,SREINFRA-Y9
NSE,19755,,5057281,EQ,0.0,1,,NSE,0.0,0.01,SREINFRA-Y8
NSE,19753,,5056769,EQ,0.0,1,SEC RED NCD SR. V,NSE,0.0,0.01,SREINFRA-Y7
NSE,19751,,5056257,EQ,0.0,1,,NSE,0.0,0.01,SREINFRA-Y6
NSE,19749,,5055745,EQ,0.0,1,,NSE,0.0,0.01,SREINFRA-Y5
NSE,18725,,4793601,EQ,0.0,1,,NSE,0.0,0.01,SREINFRA-Y2
NSE,18723,,4793089,EQ,0.0,1,SEC RED NCD 10.00% SR. VI,NSE,0.0,0.01,SREINFRA-Y1
NSE,18721,,4792577,EQ,0.0,1,SEC RED NCD 9.60% SR. V,NSE,0.0,0.01,SREINFRA-NZ
NSE,18719,,4792065,EQ,0.0,1,,NSE,0.0,0.01,SREINFRA-NY
NSE,18717,,4791553,EQ,0.0,1,SEC RED NCD 9.75% SR. III,NSE,0.0,0.01,SREINFRA-NX
NSE,18715,,4791041,EQ,0.0,1,SEC RED NCD 9.35% SR. II,NSE,0.0,0.01,SREINFRA-NW
NSE,3527,,902913,EQ,0.0,1,0% PA SN SVI C-III,NSE,0.0,0.01,SREINFRA-NU
NSE,3523,,901889,EQ,0.0,1,12% PA SN SV C-III,NSE,0.0,0.01,SREINFRA-NT
NSE,3517,,900353,EQ,0.0,1,11.50% PA SN SV C-I&II,NSE,0.0,0.01,SREINFRA-NS
NSE,3511,,898817,EQ,0.0,1,11.40% PA SN SIV C-III,NSE,0.0,0.01,SREINFRA-NR
NSE,3505,,897281,EQ,0.0,1,10.95% PA SN SIV C-I&II,NSE,0.0,0.01,SREINFRA-NQ
NSE,3267,,836353,EQ,0.0,1,SREI INFRASTRUCTURE FINAN,NSE,0.0,0.05,SREINFRA
NSE,21537,,5513473,EQ,0.0,1,UNS RED NCD SR. IX,NSE,0.0,0.01,SREIBNPNCD-NW
NSE,21535,,5512961,EQ,0.0,1,UNS RED NCD 9.55% SR.VIII,NSE,0.0,0.01,SREIBNPNCD-NV
NSE,21533,,5512449,EQ,0.0,1,UNS RED NCD 9.50% SR. VII,NSE,0.0,0.01,SREIBNPNCD-NU
NSE,21531,,5511937,EQ,0.0,1,UNS RED NCD SR. VI,NSE,0.0,0.01,SREIBNPNCD-NT
NSE,21529,,5511425,EQ,0.0,1,UNS RED NCD 9.40% SR. V,NSE,0.0,0.01,SREIBNPNCD-NS
NSE,21527,,5510913,EQ,0.0,1,UNS RED NCD 9.35% SR. IV,NSE,0.0,0.01,SREIBNPNCD-NR
NSE,21525,,5510401,EQ,0.0,1,UNS RED NCD SR. III,NSE,0.0,0.01,SREIBNPNCD-NQ
NSE,21523,,5509889,EQ,0.0,1,UNS RED NCD 9.30% SR. II,NSE,0.0,0.01,SREIBNPNCD-NP
NSE,21521,,5509377,EQ,0.0,1,UNS RED NCD 9.25% SR. I,NSE,0.0,0.01,SREIBNPNCD-NO
NSE,19548,,5004289,EQ,0.0,1,SRNCD SR VII B,NSE,0.0,0.01,SREIBNPNCD-NN
NSE,19546,,5003777,EQ,0.0,1,SRNCD SR VII A,NSE,0.0,0.01,SREIBNPNCD-NM
NSE,19512,,4995073,EQ,0.0,1,9.75% SRNCD SR VI B,NSE,0.0,0.01,SREIBNPNCD-NL
NSE,19510,,4994561,EQ,0.0,1,9.50% SRNCD SR VI A,NSE,0.0,0.01,SREIBNPNCD-NK
NSE,19508,,4994049,EQ,0.0,1,9.35% SRNCD SR V B,NSE,0.0,0.01,SREIBNPNCD-NJ
NSE,19506,,4993537,EQ,0.0,1,9.11% SRNCD SR V A,NSE,0.0,0.01,SREIBNPNCD-NI
NSE,19504,,4993025,EQ,0.0,1,SRNCD SR IV B,NSE,0.0,0.01,SREIBNPNCD-NH
NSE,19502,,4992513,EQ,0.0,1,SRNCD SR IV A,NSE,0.0,0.01,SREIBNPNCD-NG
NSE,19500,,4992001,EQ,0.0,1,9.50% SRNCD SR III B,NSE,0.0,0.01,SREIBNPNCD-NF
NSE,19498,,4991489,EQ,0.0,1,9.25% SRNCD SR III A,NSE,0.0,0.01,SREIBNPNCD-NE
NSE,19496,,4990977,EQ,0.0,1,9.12% SRNCD SR II B,NSE,0.0,0.01,SREIBNPNCD-ND
NSE,19494,,4990465,EQ,0.0,1,8.90% SRNCD SR II A,NSE,0.0,0.01,SREIBNPNCD-NC
NSE,9102,,2330113,EQ,0.0,1,10.25% SRNCD SR IX,NSE,0.0,0.01,SREIBNPNCD-N9
NSE,9098,,2329089,EQ,0.0,1,10.25% SRNCD SR VIII,NSE,0.0,0.01,SREIBNPNCD-N8
NSE,9090,,2327041,EQ,0.0,1,9.75% SRNCD SR VII,NSE,0.0,0.01,SREIBNPNCD-N7
NSE,31837,,8150273,EQ,0.0,1,SREELEATHERS,NSE,0.0,0.05,SREEL
NSE,17486,,4476417,EQ,0.0,1,SQS INDIA BFSI,NSE,0.0,0.05,SQSBFSI
NSE,21099,,5401345,EQ,0.0,1,,NSE,0.0,0.05,SPYL-BE
NSE,21462,,5494273,EQ,0.0,1,SINTEX PLASTICS TECH,NSE,0.0,0.05,SPTL
NSE,3321,,850177,EQ,0.0,1,SPML INFRA,NSE,0.0,0.05,SPMLINFRA
NSE,11935,,3055361,EQ,0.0,1,SPL INDUSTRIES,NSE,0.0,0.05,SPLIL
NSE,16683,,4270849,EQ,0.0,1,,NSE,0.0,0.05,SPICEMOBI
NSE,3252,,832513,EQ,0.0,1,SPIC,NSE,0.0,0.05,SPIC
NSE,13846,,3544577,EQ,0.0,1,,NSE,0.0,0.05,SPENTEX-BE
NSE,8163,,2089729,EQ,0.0,1,,NSE,0.0,0.05,SPENCERS
NSE,19372,,4959233,EQ,0.0,1,,NSE,0.0,0.05,SPCENET
NSE,9104,,2330625,EQ,0.0,1,,NSE,0.0,0.05,SOMATEX-BE
NSE,847,,216833,EQ,0.0,2000,SMVD POLY PACK,NSE,0.0,0.05,SMVD-SM
NSE,14329,,3668225,EQ,0.0,1,SMS PHARMACEUTICALS,NSE,0.0,0.05,SMSPHARMA
NSE,21551,,5517057,EQ,0.0,1,SMS LIFESCIENCES (I),NSE,0.0,0.05,SMSLIFE
NSE,18242,,4669953,EQ,0.0,1,,NSE,0.0,0.05,SMPL-BE
NSE,3387,,867073,EQ,0.0,1,SML ISUZU,NSE,0.0,0.05,SMLISUZU
NSE,9889,,2531585,EQ,0.0,1,SMARTLINK NETWORK SYS,NSE,0.0,0.05,SMARTLINK
NSE,1123,,287489,EQ,0.0,1000,S K S TEXTILES,NSE,0.0,0.05,SKSTEXTILE-SM
NSE,21756,,5569537,EQ,0.0,2000,SRI KRISHNA METCOM,NSE,0.0,0.05,SKML-SM
NSE,4732,,1211393,EQ,0.0,1,SKM EGG PROD EXPORT(I) LT,NSE,0.0,0.05,SKMEGGPROD
NSE,9428,,2413569,EQ,0.0,1,SKIPPER,NSE,0.0,0.05,SKIPPER
NSE,15232,,3899393,EQ,0.0,1,,NSE,0.0,0.05,SKIL-BE
NSE,3186,,815617,EQ,0.0,1,SKF INDIA,NSE,0.0,0.05,SKFINDIA
NSE,18883,,4834049,EQ,0.0,1,SJVN,NSE,0.0,0.05,SJVN
NSE,14096,,3608577,EQ,0.0,1,SIYARAM SILK MILLS,NSE,0.0,0.05,SIYSIL
NSE,14001,,3584257,EQ,0.0,1,,NSE,0.0,0.05,SITINET-BE
NSE,15398,,3941889,EQ,0.0,1,,NSE,0.0,0.05,SITASHREE-BE
NSE,21501,,5504257,EQ,0.0,1,SECURITY INTELL SERVICES,NSE,0.0,0.05,SIS
NSE,3198,,818689,EQ,0.0,800,,NSE,0.0,0.05,SIRCA-SM
NSE,5831,,1492737,EQ,0.0,1,SINTEX INDUSTRIES,NSE,0.0,0.05,SINTEX
NSE,1405,,359681,EQ,0.0,2000,SINTERCOM INDIA,NSE,0.0,0.05,SINTERCOM-SM
NSE,3162,,809473,EQ,0.0,1,SIMPLEX INFRASTRUCTURES L,NSE,0.0,0.05,SIMPLEXINF
NSE,14612,,3740673,EQ,0.0,1,,NSE,0.0,0.05,SIMBHALS
NSE,551,,141057,EQ,0.0,1000,SILVER TOUCH TECHNO,NSE,0.0,0.05,SILVERTUC-SM
NSE,1067,,273153,EQ,0.0,1200,SILLY MONKS ENTERTAIN,NSE,0.0,0.05,SILLYMONKS-SM
NSE,4105,,1050881,EQ,0.0,1,SIL INVESTMENTS,NSE,0.0,0.05,SILINV
NSE,5492,,1405953,EQ,0.0,3000,,NSE,0.0,0.05,SILGO-SM
NSE,11298,,2892289,EQ,0.0,1,STANDARD INDUSTRIES,NSE,0.0,0.05,SIL-BE
NSE,20516,,5252097,EQ,0.0,4000,SIKKO INDUSTRIES,NSE,0.0,0.05,SIKKO-SM
NSE,7555,,1934081,EQ,0.0,2000,SUPREME (INDIA) IMPEX,NSE,0.0,0.05,SIIL-SM
NSE,4522,,1157633,EQ,0.0,1,,NSE,0.0,0.05,SIGIND
NSE,3150,,806401,EQ,0.0,1,SIEMENS,NSE,0.0,0.05,SIEMENS
NSE,6368,,1630209,EQ,0.0,1,SICAL LOGISTICS,NSE,0.0,0.05,SICAL
NSE,16875,,4320001,EQ,0.0,1,SICAGEN INDIA,NSE,0.0,0.05,SICAGEN
NSE,13740,,3517441,EQ,0.0,1,,NSE,0.0,0.05,SHYAMTEL
NSE,10188,,2608129,EQ,0.0,1,,NSE,0.0,0.05,SHYAMCENT
NSE,6451,,1651457,EQ,0.0,4000,,NSE,0.0,0.05,SHUBHLAXMI-SM
NSE,15308,,3918849,EQ,0.0,1,SHRIRAM EPC,NSE,0.0,0.05,SHRIRAMEPC
NSE,11739,,3005185,EQ,0.0,1,SHRIRAM CITYUNI FIN.LTD.,NSE,0.0,0.05,SHRIRAMCIT
NSE,17190,,4400641,EQ,0.0,1,SHRIRAM PIST. & RING,NSE,0.0,0.05,SHRIPISTON-BE
NSE,3129,,801025,EQ,0.0,1,SHREYAS SHIPPING & LOGIST,NSE,0.0,0.05,SHREYAS
NSE,3126,,800257,EQ,0.0,1,SHREYANS INDUSTRIES,NSE,0.0,0.05,SHREYANIND
NSE,21301,,5453057,EQ,0.0,625,SHRENIK,NSE,0.0,0.05,SHRENIK-SM
NSE,7627,,1952513,EQ,0.0,1,SHREE RAMA MULTI TECH,NSE,0.0,0.05,SHREERAMA
NSE,10588,,2710529,EQ,0.0,1,SHRE PUSH CHEM & FERT,NSE,0.0,0.05,SHREEPUSHK
NSE,3103,,794369,EQ,0.0,1,SHREE CEMENT,NSE,0.0,0.05,SHREECEM
NSE,648,,165889,EQ,0.0,2000,SHRADHA INFRAPROJ (N),NSE,0.0,0.05,SHRADHA-SM
NSE,11813,,3024129,EQ,0.0,1,SHOPPERS STOP,NSE,0.0,0.05,SHOPERSTOP
NSE,11212,,2870273,EQ,0.0,1,S H KELKAR AND CO.,NSE,0.0,0.05,SHK
NSE,804,,205825,EQ,0.0,1,SHIVA TEXYARN,NSE,0.0,0.05,SHIVATEX
NSE,13756,,3521537,EQ,0.0,1,SHIVAM AUTO.LTD,NSE,0.0,0.05,SHIVAMAUTO
NSE,9807,,2510593,EQ,0.0,1,SHIRPUR GOLD REFINERY,NSE,0.0,0.05,SHIRPUR-G
NSE,311,,79617,EQ,0.0,1,,NSE,0.0,0.05,SHILPI-BZ
NSE,17752,,4544513,EQ,0.0,1,SHILPA MEDICARE,NSE,0.0,0.05,SHILPAMED
NSE,5068,,1297409,EQ,0.0,1,SHEMAROO ENTER.,NSE,0.0,0.05,SHEMAROO
NSE,17044,,4363265,EQ,0.0,1,RELIANCE ETF SHARIAH BEES,NSE,0.0,0.01,SHARIABEES
NSE,10530,,2695681,EQ,0.0,1,SHARDA MOTOR INDS,NSE,0.0,0.05,SHARDAMOTR
NSE,4992,,1277953,EQ,0.0,1,SHARDA CROPCHEM,NSE,0.0,0.05,SHARDACROP
NSE,3078,,787969,EQ,0.0,1,SHANTHI GEARS,NSE,0.0,0.05,SHANTIGEAR
NSE,21434,,5487105,EQ,0.0,3000,SHANTI OVERSEAS (IND),NSE,0.0,0.05,SHANTI-SM
NSE,20321,,5202177,EQ,0.0,1,SHANKARA BLDG PRODUCT,NSE,0.0,0.05,SHANKARA
NSE,15342,,3927553,EQ,0.0,1,SHALIM PAINTS,NSE,0.0,0.05,SHALPAINTS
NSE,714,,182785,EQ,0.0,1,SHALBY,NSE,0.0,0.05,SHALBY
NSE,25574,,6546945,EQ,0.0,1,SHAKTI PUMPS (I),NSE,0.0,0.05,SHAKTIPUMP
NSE,10683,,2734849,EQ,0.0,7200,SHAIVAL REALITY,NSE,0.0,0.05,SHAIVAL-SM
NSE,11856,,3035137,EQ,0.0,1,SHAH ALLOYS,NSE,0.0,0.05,SHAHALLOYS
NSE,13367,,3421953,EQ,0.0,1,,NSE,0.0,0.05,SGL
NSE,8892,,2276353,EQ,0.0,1,,NSE,0.0,0.05,SGFL-BZ
NSE,18795,,4811521,EQ,0.0,1,2.75% GOLDBONDS2024TR-V,NSE,0.0,0.01,SGBSEP24-GB
NSE,5960,,1525761,EQ,0.0,1,,NSE,0.0,0.01,SGBOCT26-GB
NSE,355,,90881,EQ,0.0,1,2.50% GOLDBONDS2025SR-V,NSE,0.0,0.01,SGBOCT25V-GB
NSE,304,,77825,EQ,0.0,1,2.50% GOLDBONDS2025SR-IV,NSE,0.0,0.01,SGBOCT25IV-GB
NSE,250,,64001,EQ,0.0,1,2.50% GOLDBONDS2025SR-III,NSE,0.0,0.01,SGBOCT25-GB
NSE,6355,,1626881,EQ,0.0,1,,NSE,0.0,0.01,SGBNOV26-GB
NSE,398,,101889,EQ,0.0,1,2.50% GOLDBONDS2025SR-VI,NSE,0.0,0.01,SGBNOV25VI-GB
NSE,540,,138241,EQ,0.0,1,2.50%GOLDBONDS 2025SR-IX,NSE,0.0,0.01,SGBNOV25IX-GB
NSE,497,,127233,EQ,0.0,1,2.50%GOLDBONDS2025SR-VIII,NSE,0.0,0.01,SGBNOV258-GB
NSE,458,,117249,EQ,0.0,1,2.50% GOLDBONDS2025SR-VII,NSE,0.0,0.01,SGBNOV25-GB
NSE,19203,,4915969,EQ,0.0,1,2.50% GOLDBONDS2024 TR-VI,NSE,0.0,0.01,SGBNOV24-GB
NSE,18386,,4706817,EQ,0.0,1,2.75%GOLDBONDS2024 TR-III,NSE,0.0,0.01,SGBMAR24-GB
NSE,21477,,5498113,EQ,0.0,1,SGB2.50%JUL2025SR-II17-18,NSE,0.0,0.01,SGBJUL25-GB
