exchange,exchange_token,expiry,instrument_token,instrument_type,last_price,lot_size,name,segment,strike,tick_size,tradingsymbol
NSE,1363,,348929,EQ,0.0,1,HINDALCO  INDUSTRIES ,NSE,0.0,0.05,HINDALCO
NSE,10734,,2747905,EQ,0.0,1,HEXAWARE TECHNOLOGIES,NSE,0.0,0.05,HEXAWARE
NSE,1348,,345089,EQ,0.0,1,HERO MOTOCORP,NSE,0.0,0.05,HEROMOTOCO
NSE,1232,,315393,EQ,0.0,1,GRASIM INDUSTRIES,NSE,0.0,0.05,GRASIM
NSE,10099,,2585345,EQ,0.0,1,GODREJ CONSUMER PRODUCTS,NSE,0.0,0.05,GODREJCP
NSE,4717,,1207553,EQ,0.0,1,GAIL (INDIA),NSE,0.0,0.05,GAIL
NSE,14304,,3661825,EQ,0.0,1,FIRSTSOURCE SOLU.,NSE,0.0,0.05,FSL
NSE,1023,,261889,EQ,0.0,1,FEDERAL BANK,NSE,0.0,0.05,FEDERALBNK
NSE,676,,173057,EQ,0.0,1,EXIDE INDUSTRIES,NSE,0.0,0.05,EXIDEIND
NSE,958,,245249,EQ,0.0,1,ESCORTS INDIA,NSE,0.0,0.05,ESCORTS
NSE,910,,232961,EQ,0.0,1,EICHER MOTORS,NSE,0.0,0.05,EICHERMOT
NSE,14732,,3771393,EQ,0.0,1,DLF,NSE,0.0,0.05,DLF
NSE,1901,,486657,EQ,0.0,1,CUMMINS INDIA,NSE,0.0,0.05,CUMMINSIND
NSE,4749,,1215745,EQ,0.0,1,CONTAINER CORP OF IND,NSE,0.0,0.05,CONCOR
NSE,1333,,341249,EQ,0.0,1,HDFC BANK,NSE,0.0,0.05,HDFCBANK
NSE,628,,160769,EQ,0.0,1,CESC,NSE,0.0,0.05,CESC
NSE,625,,160001,EQ,0.0,1,CENTURY TEXTILES,NSE,0.0,0.05,CENTURYTEX
NSE,10794,,2763265,EQ,0.0,1,CANARA BANK,NSE,0.0,0.05,CANBK
NSE,547,,140033,EQ,0.0,1,BRITANNIA INDUSTRIES,NSE,0.0,0.05,BRITANNIA
NSE,1270,,325121,EQ,0.0,1,AMBUJA CEMENTS,NSE,0.0,0.05,AMBUJACEM
NSE,100,,25601,EQ,0.0,1,AMARA RAJA BATTERIES,NSE,0.0,0.05,AMARAJABAT
NSE,17388,,4451329,EQ,0.0,1,ADANI POWER,NSE,0.0,0.05,ADANIPOWER
NSE,15083,,3861249,EQ,0.0,1,ADANI PORT & SEZ,NSE,0.0,0.05,ADANIPORTS
NSE,25,,6401,EQ,0.0,1,ADANI ENTERPRISES,NSE,0.0,0.05,ADANIENT
NSE,13587,,3478273,EQ,0.0,1,ACTION CONST EQUIP,NSE,0.0,0.05,ACE
NSE,22,,5633,EQ,0.0,1,ACC,NSE,0.0,0.05,ACC
NSE,881,,225537,EQ,0.0,1,DR. REDDY'S LABORATORIES,NSE,0.0,0.05,DRREDDY
NSE,11373,,2911489,EQ,0.0,1,BIOCON,NSE,0.0,0.05,BIOCON
NSE,438,,112129,EQ,0.0,1,BHEL,NSE,0.0,0.05,BHEL
NSE,10604,,2714625,EQ,0.0,1,BHARTI AIRTEL,NSE,0.0,0.05,BHARTIARTL
NSE,422,,108033,EQ,0.0,1,BHARAT FORGE,NSE,0.0,0.05,BHARATFORG
NSE,335,,85761,EQ,0.0,1,BALKRISHNA IND.,NSE,0.0,0.05,BALKRISIND
NSE,5900,,1510401,EQ,0.0,1,AXIS BANK,NSE,0.0,0.05,AXISBANK
NSE,275,,70401,EQ,0.0,1,AUROBINDO PHARMA,NSE,0.0,0.05,AUROPHARMA
NSE,236,,60417,EQ,0.0,1,ASIAN PAINTS,NSE,0.0,0.05,ASIANPAINT
NSE,212,,54273,EQ,0.0,1,ASHOK LEYLAND,NSE,0.0,0.05,ASHOKLEY
NSE,163,,41729,EQ,0.0,1,APOLLO TYRES,NSE,0.0,0.05,APOLLOTYRE
NSE,157,,40193,EQ,0.0,1,APOLLO HOSPITALS ENTER. L,NSE,0.0,0.05,APOLLOHOSP
NSE,1134,,290305,EQ,0.0,1,APOLLO MICRO SYSTEMS,NSE,0.0,0.05,APOLLO
NSE,3063,,784129,EQ,0.0,1,VEDANTA,NSE,0.0,0.05,VEDL
NSE,18391,,4708097,EQ,0.0,1,RBL BANK,NSE,0.0,0.05,RBLBANK
NSE,2277,,582913,EQ,0.0,1,MRF,NSE,0.0,0.05,MRF
NSE,7374,,1887745,EQ,0.0,1,STRIDES SHASUN,NSE,0.0,0.05,STAR
NSE,2963,,758529,EQ,0.0,1,STEEL AUTHORITY OF INDIA,NSE,0.0,0.05,SAIL
NSE,16852,,4314113,EQ,0.0,1,EQUITAS HOLDINGS,NSE,0.0,0.05,EQUITAS
NSE,4306,,1102337,EQ,0.0,1,SHRIRAM TRANSPORT FIN CO.,NSE,0.0,0.05,SRTRANSFIN
NSE,3273,,837889,EQ,0.0,1,SRF,NSE,0.0,0.05,SRF
NSE,13285,,3400961,EQ,0.0,1,M&M FIN. SERVICES,NSE,0.0,0.05,M&MFIN
NSE,2031,,519937,EQ,0.0,1,MAHINDRA & MAHINDRA,NSE,0.0,0.05,M&M
NSE,30125,,7712001,EQ,0.0,1,INDIABULLS HSG FIN,NSE,0.0,0.05,IBULHSGFIN
NSE,1997,,511233,EQ,0.0,1,LIC HOUSING FINANCE,NSE,0.0,0.05,LICHSGFIN
NSE,404,,103425,EQ,0.0,1,BERGER PAINTS (I),NSE,0.0,0.05,BERGEPAINT
NSE,383,,98049,EQ,0.0,1,BHARAT ELECTRONICS,NSE,0.0,0.05,BEL
NSE,371,,94977,EQ,0.0,1,BATA INDIA,NSE,0.0,0.05,BATAINDIA
NSE,4745,,1214721,EQ,0.0,1,BANK OF INDIA,NSE,0.0,0.05,BANKINDIA
NSE,4668,,1195009,EQ,0.0,1,BANK OF BARODA,NSE,0.0,0.05,BANKBARODA
NSE,11195,,2865921,EQ,0.0,1,INTERGLOBE AVIATION,NSE,0.0,0.05,INDIGO
NSE,1624,,415745,EQ,0.0,1,INDIAN OIL CORP,NSE,0.0,0.05,IOC
NSE,3103,,794369,EQ,0.0,1,SHREE CEMENT,NSE,0.0,0.05,SHREECEM
NSE,317,,81153,EQ,0.0,1,BAJAJ FINANCE,NSE,0.0,0.05,BAJFINANCE
NSE,16675,,4268801,EQ,0.0,1,BAJAJ FINSERV,NSE,0.0,0.05,BAJAJFINSV
NSE,16669,,4267265,EQ,0.0,1,BAJAJ AUTO,NSE,0.0,0.05,BAJAJ-AUTO
NSE,11723,,3001089,EQ,0.0,1,JSW STEEL,NSE,0.0,0.05,JSWSTEEL
NSE,6733,,1723649,EQ,0.0,1,JINDAL STEEL & POWER,NSE,0.0,0.05,JINDALSTEL
NSE,9819,,2513665,EQ,0.0,1,HAVELLS INDIA,NSE,0.0,0.05,HAVELLS
NSE,7929,,2029825,EQ,0.0,1,CADILA HEALTHCARE,NSE,0.0,0.05,CADILAHC
NSE,3432,,878593,EQ,0.0,1,TATA GLOBAL BEVERAGES,NSE,0.0,0.05,TATAGLOBAL
NSE,3150,,806401,EQ,0.0,1,SIEMENS,NSE,0.0,0.05,SIEMENS
NSE,24948,,6386689,EQ,0.0,1,L&T FINANCE HOLDINGS,NSE,0.0,0.05,L&TFH
NSE,14299,,3660545,EQ,0.0,1,POWER FIN CORP,NSE,0.0,0.05,PFC
NSE,18652,,4774913,EQ,0.0,1,ICICI PRU LIFE INS CO,NSE,0.0,0.05,ICICIPRULI
NSE,10753,,2752769,EQ,0.0,1,UNION BANK OF INDIA,NSE,0.0,0.05,UNIONBANK
NSE,10940,,2800641,EQ,0.0,1,DIVI'S LABORATORIES,NSE,0.0,0.05,DIVISLAB
NSE,14537,,3721473,EQ,0.0,1,DISH TV INDIA,NSE,0.0,0.05,DISHTV
NSE,772,,197633,EQ,0.0,1,DABUR INDIA,NSE,0.0,0.05,DABUR
NSE,694,,177665,EQ,0.0,1,CIPLA,NSE,0.0,0.05,CIPLA
NSE,1250,,320001,EQ,0.0,1,CASTROL INDIA,NSE,0.0,0.05,CASTROLIND
NSE,2664,,681985,EQ,0.0,1,PIDILITE INDUSTRIES,NSE,0.0,0.05,PIDILITIND
NSE,22739,,5821185,EQ,0.0,1,MOST SHARES N100 ETF,NSE,0.0,0.01,N100
NSE,23650,,6054401,EQ,0.0,1,MUTHOOT FINANCE,NSE,0.0,0.05,MUTHOOTFIN
NSE,15355,,3930881,EQ,0.0,1,RURAL ELEC CORP.,NSE,0.0,0.05,RECLTD
NSE,15141,,3876097,EQ,0.0,1,COLGATE PALMOLIVE,NSE,0.0,0.05,COLPAL
NSE,20374,,5215745,EQ,0.0,1,COAL INDIA,NSE,0.0,0.05,COALINDIA
NSE,2885,,738561,EQ,0.0,1,RELIANCE INDUSTRIES,NSE,0.0,0.05,RELIANCE
NSE,10440,,2672641,EQ,0.0,1,LUPIN,NSE,0.0,0.05,LUPIN
NSE,13147,,3365633,EQ,0.0,1,PVR,NSE,0.0,0.05,PVR
NSE,14977,,3834113,EQ,0.0,1,POWER GRID CORP.,NSE,0.0,0.05,POWERGRID
NSE,10666,,2730497,EQ,0.0,1,PUNJAB NATIONAL BANK,NSE,0.0,0.05,PNB
NSE,1330,,340481,EQ,0.0,1,HDFC,NSE,0.0,0.05,HDFC
NSE,7229,,1850625,EQ,0.0,1,HCL TECHNOLOGIES,NSE,0.0,0.05,HCLTECH
NSE,1675,,428801,EQ,0.0,1,ITI,NSE,0.0,0.05,ITI
NSE,1660,,424961,EQ,0.0,1,ITC,NSE,0.0,0.05,ITC
NSE,5258,,1346049,EQ,0.0,1,INDUSIND BANK,NSE,0.0,0.05,INDUSINDBK
NSE,13528,,3463169,EQ,0.0,1,GMR INFRASTRUCTURE,NSE,0.0,0.05,GMRINFRA
NSE,526,,134657,EQ,0.0,1,BHARAT PETROLEUM CORP  LT,NSE,0.0,0.05,BPCL
NSE,2181,,558337,EQ,0.0,1,BOSCH,NSE,0.0,0.05,BOSCHLTD
NSE,7406,,1895937,EQ,0.0,1,GLENMARK PHARMACEUTICALS,NSE,0.0,0.05,GLENMARK
NSE,685,,175361,EQ,0.0,1,CHOLAMANDALAM IN & FIN CO,NSE,0.0,0.05,CHOLAFIN
